merchant_id,signup_date,country,plan_type,industry,churned,churn_date,recency,frequency,monetary,recency_days,segment,segment_name
M00221,2023-05-10,Australia,Shopify,Electronics,No,,2.0,131.0,13443.62,2.0,0.0,High-GMV Loyal Merchants
M00222,2023-02-22,US,Basic,Fashion,Yes,2023-08-25,495.0,128.0,6209.52,495.0,2.0,At-Risk Merchants
M00223,2024-11-14,Australia,Advanced,Electronics,No,,3.0,26.0,6801.85,3.0,1.0,New / Fast-Growing Merchants
M00224,2024-12-30,Canada,Shopify,Beauty,No,,0.0,0.0,0.0,,,No Orders / Not Activated
M00225,2024-11-02,Canada,Basic,Food,No,,1.0,173.0,8648.53,1.0,0.0,High-GMV Loyal Merchants
M00226,2024-12-10,India,Basic,Electronics,Yes,2025-03-20,-78.0,180.0,9384.27,-78.0,0.0,High-GMV Loyal Merchants
M00227,2024-02-20,Australia,Advanced,Fashion,No,,1.0,93.0,23972.5,1.0,3.0,Low-Value / Dormant Merchants
M00228,2023-09-04,Australia,Advanced,Beauty,No,,1.0,89.0,23810.95,1.0,3.0,Low-Value / Dormant Merchants
M00229,2024-03-14,Australia,Basic,Home,No,,2.0,184.0,9374.83,2.0,0.0,High-GMV Loyal Merchants
M00230,2023-07-22,India,Shopify,Beauty,No,,1.0,190.0,19064.08,1.0,0.0,High-GMV Loyal Merchants
M00231,2023-07-03,India,Basic,Electronics,Yes,2023-11-27,401.0,183.0,9079.99,401.0,2.0,At-Risk Merchants
M00232,2023-05-03,Canada,Advanced,Fashion,No,,19.0,48.0,12484.88,19.0,1.0,New / Fast-Growing Merchants
M00233,2024-02-05,US,Basic,Electronics,No,,3.0,120.0,5884.5,3.0,0.0,High-GMV Loyal Merchants
M00234,2023-10-21,Australia,Advanced,Home,No,,2.0,134.0,35388.47,2.0,3.0,Low-Value / Dormant Merchants
M00235,2023-10-07,Australia,Shopify,Home,No,,9.0,71.0,7506.86,9.0,1.0,New / Fast-Growing Merchants
M00236,2024-09-01,US,Shopify,Fashion,No,,2.0,87.0,8602.03,2.0,1.0,New / Fast-Growing Merchants
M00237,2023-07-17,Australia,Basic,Food,No,,4.0,129.0,6498.65,4.0,0.0,High-GMV Loyal Merchants
M00238,2024-05-25,India,Basic,Beauty,No,,2.0,102.0,5222.6,2.0,1.0,New / Fast-Growing Merchants
M00239,2023-05-24,India,Basic,Beauty,No,,14.0,107.0,5579.19,14.0,1.0,New / Fast-Growing Merchants
M00240,2024-08-31,Australia,Basic,Home,Yes,2025-03-11,-63.0,23.0,1020.47,-63.0,1.0,New / Fast-Growing Merchants
M00241,2023-07-20,India,Basic,Electronics,No,,3.0,116.0,5953.14,3.0,0.0,High-GMV Loyal Merchants
M00242,2023-05-04,India,Shopify,Electronics,Yes,2024-04-25,253.0,148.0,15047.38,253.0,2.0,At-Risk Merchants
M00243,2023-07-06,Australia,Basic,Food,No,,2.0,145.0,7441.5,2.0,0.0,High-GMV Loyal Merchants
M00244,2023-11-22,Canada,Basic,Electronics,No,,2.0,159.0,7715.55,2.0,0.0,High-GMV Loyal Merchants
M00245,2024-04-08,US,Advanced,Beauty,No,,1.0,102.0,26232.37,1.0,3.0,Low-Value / Dormant Merchants
M00246,2023-12-15,India,Advanced,Electronics,No,,1.0,192.0,50253.49,1.0,3.0,Low-Value / Dormant Merchants
M00247,2024-10-21,Canada,Advanced,Food,No,,3.0,92.0,23095.68,3.0,0.0,High-GMV Loyal Merchants
M00248,2024-02-07,India,Advanced,Beauty,Yes,2024-10-30,70.0,73.0,19353.72,70.0,1.0,New / Fast-Growing Merchants
M00249,2023-12-12,India,Basic,Electronics,No,,2.0,68.0,3315.89,2.0,1.0,New / Fast-Growing Merchants
M00250,2024-05-25,US,Basic,Beauty,Yes,2024-06-23,192.0,165.0,8480.01,192.0,0.0,High-GMV Loyal Merchants
M00251,2023-05-27,India,Shopify,Home,No,,2.0,131.0,13253.789999999999,2.0,0.0,High-GMV Loyal Merchants
M00252,2023-05-28,US,Shopify,Home,No,,4.0,105.0,10723.81,4.0,0.0,High-GMV Loyal Merchants
M00253,2024-12-11,US,Basic,Home,No,,1.0,188.0,9404.2,1.0,0.0,High-GMV Loyal Merchants
M00254,2024-05-03,US,Shopify,Electronics,No,,1.0,130.0,12921.69,1.0,0.0,High-GMV Loyal Merchants
M00255,2024-10-01,Canada,Basic,Food,Yes,2025-05-26,-144.0,154.0,7729.95,-144.0,0.0,High-GMV Loyal Merchants
M00256,2024-07-04,Australia,Basic,Beauty,Yes,2025-02-04,-31.0,138.0,6859.29,-31.0,0.0,High-GMV Loyal Merchants
M00257,2023-12-04,Canada,Basic,Fashion,No,,8.0,77.0,3883.91,8.0,1.0,New / Fast-Growing Merchants
M00258,2024-10-02,Australia,Shopify,Home,No,,1.0,82.0,8473.26,1.0,1.0,New / Fast-Growing Merchants
M00259,2024-04-17,Australia,Shopify,Home,Yes,2024-08-16,138.0,140.0,13602.27,138.0,0.0,High-GMV Loyal Merchants
M00260,2023-05-31,US,Basic,Fashion,No,,3.0,197.0,9705.91,3.0,0.0,High-GMV Loyal Merchants
M00261,2024-02-19,India,Advanced,Fashion,No,,5.0,157.0,41562.52,5.0,3.0,Low-Value / Dormant Merchants
M00262,2023-10-25,US,Basic,Electronics,Yes,2024-07-15,179.0,72.0,3638.05,179.0,1.0,New / Fast-Growing Merchants
M00263,2024-09-02,India,Basic,Beauty,Yes,2024-12-14,18.0,39.0,1906.34,18.0,1.0,New / Fast-Growing Merchants
M00264,2023-09-20,Australia,Advanced,Home,Yes,2024-02-06,330.0,72.0,18804.46,330.0,2.0,At-Risk Merchants
M00265,2023-05-24,US,Advanced,Food,No,,4.0,192.0,49927.41,4.0,3.0,Low-Value / Dormant Merchants
M00266,2023-12-12,India,Advanced,Electronics,No,,5.0,155.0,38746.95,5.0,3.0,Low-Value / Dormant Merchants
M00267,2024-09-15,Canada,Shopify,Electronics,No,,2.0,133.0,13269.36,2.0,0.0,High-GMV Loyal Merchants
M00268,2024-07-25,India,Shopify,Food,No,,4.0,167.0,16600.24,4.0,0.0,High-GMV Loyal Merchants
M00269,2023-01-02,US,Shopify,Food,Yes,2023-05-09,607.0,105.0,10645.45,607.0,2.0,At-Risk Merchants
M00270,2023-10-31,Canada,Basic,Food,No,,9.0,159.0,7756.57,9.0,0.0,High-GMV Loyal Merchants
M00271,2023-09-11,India,Basic,Fashion,No,,8.0,80.0,4059.89,8.0,1.0,New / Fast-Growing Merchants
M00272,2024-10-13,India,Basic,Home,Yes,2025-03-13,-71.0,125.0,6442.63,-71.0,0.0,High-GMV Loyal Merchants
M00273,2024-03-28,India,Basic,Fashion,No,,8.0,116.0,5760.66,8.0,0.0,High-GMV Loyal Merchants
M00274,2023-02-06,India,Shopify,Home,No,,2.0,195.0,19337.31,2.0,0.0,High-GMV Loyal Merchants
M00275,2023-06-09,India,Basic,Fashion,No,,8.0,31.0,1422.26,8.0,1.0,New / Fast-Growing Merchants
M00276,2023-01-09,Canada,Basic,Beauty,No,,32.0,30.0,1558.85,32.0,1.0,New / Fast-Growing Merchants
M00277,2023-08-21,Australia,Basic,Home,Yes,2024-05-08,240.0,104.0,5271.58,240.0,2.0,At-Risk Merchants
M00278,2023-04-09,Canada,Shopify,Electronics,Yes,2023-10-06,453.0,172.0,17631.87,453.0,2.0,At-Risk Merchants
M00279,2024-10-20,Canada,Basic,Home,No,,1.0,131.0,6843.42,1.0,0.0,High-GMV Loyal Merchants
M00280,2023-07-27,Canada,Advanced,Home,No,,4.0,80.0,19918.65,4.0,0.0,High-GMV Loyal Merchants
M00281,2023-05-11,Australia,Basic,Home,No,,6.0,94.0,4597.29,6.0,1.0,New / Fast-Growing Merchants
M00282,2024-02-08,US,Basic,Beauty,No,,2.0,159.0,7913.44,2.0,0.0,High-GMV Loyal Merchants
M00283,2023-06-01,Australia,Shopify,Fashion,No,,6.0,191.0,19206.8,6.0,0.0,High-GMV Loyal Merchants
M00284,2023-02-23,Canada,Shopify,Electronics,No,,2.0,155.0,15592.16,2.0,0.0,High-GMV Loyal Merchants
M00285,2023-04-30,India,Basic,Fashion,No,,11.0,133.0,6914.26,11.0,0.0,High-GMV Loyal Merchants
M00286,2024-11-03,India,Shopify,Fashion,No,,1.0,126.0,12695.3,1.0,0.0,High-GMV Loyal Merchants
M00287,2024-09-19,Canada,Shopify,Food,No,,1.0,109.0,10677.54,1.0,0.0,High-GMV Loyal Merchants
M00288,2024-08-09,India,Basic,Beauty,Yes,2025-01-20,-18.0,72.0,3403.57,-18.0,1.0,New / Fast-Growing Merchants
M00289,2024-09-16,Canada,Advanced,Food,No,,10.0,17.0,4280.99,10.0,1.0,New / Fast-Growing Merchants
M00290,2024-02-24,India,Shopify,Beauty,No,,3.0,129.0,13449.06,3.0,0.0,High-GMV Loyal Merchants
M00291,2024-02-26,Australia,Shopify,Fashion,Yes,2025-02-17,-39.0,82.0,8170.98,-39.0,1.0,New / Fast-Growing Merchants
M00292,2023-04-14,US,Advanced,Fashion,No,,11.0,93.0,23953.13,11.0,3.0,Low-Value / Dormant Merchants
M00293,2023-09-11,US,Advanced,Beauty,No,,3.0,108.0,26402.36,3.0,3.0,Low-Value / Dormant Merchants
M00294,2023-08-15,Australia,Shopify,Fashion,No,,1.0,164.0,16085.3,1.0,0.0,High-GMV Loyal Merchants
M00295,2023-04-22,Australia,Shopify,Fashion,No,,3.0,173.0,17558.85,3.0,0.0,High-GMV Loyal Merchants
M00296,2024-05-24,Canada,Shopify,Electronics,Yes,2024-08-14,140.0,159.0,15512.85,140.0,0.0,High-GMV Loyal Merchants
M00297,2024-04-17,Canada,Shopify,Food,No,,1.0,146.0,14268.69,1.0,0.0,High-GMV Loyal Merchants
M00298,2023-04-09,Canada,Shopify,Food,No,,3.0,79.0,8190.88,3.0,1.0,New / Fast-Growing Merchants
M00299,2023-06-02,India,Shopify,Food,Yes,2024-01-23,347.0,16.0,1673.54,347.0,2.0,At-Risk Merchants
M00300,2023-12-04,Canada,Basic,Home,No,,3.0,128.0,6462.32,3.0,0.0,High-GMV Loyal Merchants
M00301,2024-12-06,Australia,Advanced,Electronics,No,,1.0,126.0,31909.98,1.0,3.0,Low-Value / Dormant Merchants
M00302,2023-06-12,US,Advanced,Food,No,,17.0,124.0,31424.52,17.0,3.0,Low-Value / Dormant Merchants
M00303,2024-12-20,India,Basic,Food,No,,2.0,29.0,1408.26,2.0,1.0,New / Fast-Growing Merchants
M00304,2024-11-11,Canada,Shopify,Electronics,No,,1.0,181.0,17660.86,1.0,0.0,High-GMV Loyal Merchants
M00305,2023-06-10,India,Basic,Fashion,No,,9.0,20.0,967.39,9.0,1.0,New / Fast-Growing Merchants
M00306,2024-08-02,India,Basic,Food,Yes,2025-05-14,-132.0,98.0,4951.09,-132.0,1.0,New / Fast-Growing Merchants
M00307,2024-02-02,Canada,Shopify,Fashion,No,,4.0,145.0,14219.74,4.0,0.0,High-GMV Loyal Merchants
M00308,2023-10-04,India,Basic,Food,No,,5.0,64.0,3062.85,5.0,1.0,New / Fast-Growing Merchants
M00309,2024-05-18,US,Shopify,Beauty,No,,7.0,23.0,2531.16,7.0,1.0,New / Fast-Growing Merchants
M00310,2024-01-27,Australia,Shopify,Home,No,,1.0,68.0,6538.69,1.0,1.0,New / Fast-Growing Merchants
M00311,2023-05-15,Australia,Basic,Food,No,,50.0,49.0,2356.04,50.0,1.0,New / Fast-Growing Merchants
M00312,2023-07-14,US,Basic,Beauty,No,,4.0,155.0,8155.76,4.0,0.0,High-GMV Loyal Merchants
M00313,2024-02-05,India,Basic,Electronics,No,,1.0,164.0,8059.07,1.0,0.0,High-GMV Loyal Merchants
M00314,2024-10-01,Canada,Shopify,Beauty,No,,2.0,69.0,7133.77,2.0,1.0,New / Fast-Growing Merchants
M00315,2023-02-02,India,Advanced,Electronics,No,,14.0,35.0,8644.74,14.0,1.0,New / Fast-Growing Merchants
M00316,2024-11-18,US,Shopify,Food,No,,1.0,93.0,9282.68,1.0,1.0,New / Fast-Growing Merchants
M00317,2024-04-04,India,Basic,Electronics,No,,1.0,119.0,6128.82,1.0,0.0,High-GMV Loyal Merchants
M00318,2024-04-14,Australia,Shopify,Beauty,No,,5.0,69.0,6633.99,5.0,1.0,New / Fast-Growing Merchants
M00319,2024-01-10,India,Basic,Home,No,,10.0,29.0,1503.02,10.0,1.0,New / Fast-Growing Merchants
M00320,2023-01-22,US,Shopify,Fashion,No,,7.0,76.0,7434.84,7.0,1.0,New / Fast-Growing Merchants
M00321,2024-10-31,Australia,Basic,Fashion,Yes,2025-10-01,-272.0,69.0,3377.68,-272.0,1.0,New / Fast-Growing Merchants
M00322,2023-02-07,India,Shopify,Home,No,,23.0,94.0,9513.64,23.0,1.0,New / Fast-Growing Merchants
M00323,2023-08-18,India,Basic,Fashion,No,,2.0,93.0,4844.06,2.0,1.0,New / Fast-Growing Merchants
M00324,2023-12-31,Australia,Advanced,Food,No,,2.0,161.0,43010.08,2.0,3.0,Low-Value / Dormant Merchants
M00325,2024-07-16,Canada,Basic,Food,No,,2.0,190.0,9443.99,2.0,0.0,High-GMV Loyal Merchants
M00326,2024-03-13,Australia,Shopify,Beauty,No,,1.0,129.0,12384.1,1.0,0.0,High-GMV Loyal Merchants
M00327,2023-10-10,Canada,Advanced,Beauty,No,,5.0,70.0,18447.33,5.0,1.0,New / Fast-Growing Merchants
M00328,2023-01-27,US,Basic,Electronics,No,,2.0,55.0,2785.84,2.0,1.0,New / Fast-Growing Merchants
M00329,2023-08-14,US,Advanced,Beauty,No,,15.0,69.0,16947.13,15.0,1.0,New / Fast-Growing Merchants
M00330,2023-10-04,Australia,Shopify,Food,Yes,2024-08-23,133.0,84.0,8118.0199999999995,133.0,1.0,New / Fast-Growing Merchants
M00331,2024-08-31,Australia,Basic,Beauty,No,,1.0,87.0,4571.05,1.0,1.0,New / Fast-Growing Merchants
M00332,2023-10-11,US,Basic,Fashion,Yes,2023-11-14,414.0,102.0,5090.68,414.0,2.0,At-Risk Merchants
M00333,2024-04-25,Canada,Shopify,Electronics,No,,2.0,133.0,13453.14,2.0,0.0,High-GMV Loyal Merchants
M00334,2024-03-28,US,Basic,Electronics,No,,3.0,185.0,9292.25,3.0,0.0,High-GMV Loyal Merchants
M00335,2024-10-20,Australia,Shopify,Food,No,,1.0,92.0,8663.78,1.0,1.0,New / Fast-Growing Merchants
M00336,2024-05-30,US,Basic,Beauty,No,,6.0,59.0,3083.18,6.0,1.0,New / Fast-Growing Merchants
M00337,2024-06-30,Australia,Shopify,Fashion,No,,1.0,197.0,19656.62,1.0,0.0,High-GMV Loyal Merchants
M00338,2023-07-11,Australia,Basic,Beauty,Yes,2024-05-09,237.0,125.0,6426.63,237.0,2.0,At-Risk Merchants
M00339,2023-02-18,US,Advanced,Home,Yes,2023-06-12,569.0,68.0,18179.23,569.0,2.0,At-Risk Merchants
M00340,2024-05-26,Canada,Advanced,Beauty,No,,1.0,106.0,27549.88,1.0,3.0,Low-Value / Dormant Merchants
M00341,2023-01-17,India,Advanced,Food,No,,2.0,105.0,27070.57,2.0,3.0,Low-Value / Dormant Merchants
M00342,2023-06-21,US,Shopify,Beauty,Yes,2024-03-13,297.0,135.0,12893.72,297.0,2.0,At-Risk Merchants
M00343,2023-08-08,India,Basic,Electronics,No,,11.0,85.0,4447.4,11.0,1.0,New / Fast-Growing Merchants
M00344,2023-06-07,US,Shopify,Fashion,Yes,2023-09-06,486.0,20.0,1894.58,486.0,2.0,At-Risk Merchants
M00345,2024-04-21,India,Basic,Food,No,,9.0,23.0,1189.03,9.0,1.0,New / Fast-Growing Merchants
M00346,2023-02-15,Canada,Basic,Home,Yes,2023-07-14,539.0,91.0,4296.58,539.0,2.0,At-Risk Merchants
M00347,2024-01-08,Canada,Basic,Fashion,Yes,2024-07-13,174.0,57.0,2715.01,174.0,1.0,New / Fast-Growing Merchants
M00348,2024-06-01,US,Basic,Fashion,Yes,2025-01-02,1.0,40.0,2230.18,1.0,1.0,New / Fast-Growing Merchants
M00349,2023-04-09,Australia,Shopify,Electronics,No,,1.0,117.0,12309.24,1.0,0.0,High-GMV Loyal Merchants
M00350,2023-02-06,India,Shopify,Electronics,No,,3.0,199.0,20209.56,3.0,0.0,High-GMV Loyal Merchants
M00351,2023-10-07,Australia,Basic,Electronics,No,,2.0,73.0,3847.72,2.0,1.0,New / Fast-Growing Merchants
M00352,2023-12-15,Australia,Basic,Food,No,,9.0,38.0,1989.1699999999998,9.0,1.0,New / Fast-Growing Merchants
M00353,2024-05-11,Australia,Advanced,Beauty,No,,1.0,198.0,51923.81,1.0,3.0,Low-Value / Dormant Merchants
M00354,2023-10-29,Canada,Basic,Fashion,Yes,2024-06-16,200.0,150.0,7833.56,200.0,0.0,High-GMV Loyal Merchants
M00355,2023-06-30,US,Basic,Beauty,No,,10.0,60.0,2938.48,10.0,1.0,New / Fast-Growing Merchants
M00356,2024-08-29,US,Basic,Beauty,No,,1.0,57.0,3035.66,1.0,1.0,New / Fast-Growing Merchants
M00357,2023-04-09,Canada,Shopify,Electronics,No,,31.0,53.0,5533.7,31.0,1.0,New / Fast-Growing Merchants
M00358,2024-11-30,Canada,Shopify,Beauty,No,,1.0,12.0,995.39,1.0,1.0,New / Fast-Growing Merchants
M00359,2023-04-26,US,Basic,Fashion,No,,73.0,13.0,704.73,73.0,1.0,New / Fast-Growing Merchants
M00360,2023-07-10,Australia,Basic,Fashion,Yes,2024-02-17,335.0,66.0,3251.11,335.0,2.0,At-Risk Merchants
M00361,2023-09-10,India,Shopify,Home,No,,1.0,157.0,15884.26,1.0,0.0,High-GMV Loyal Merchants
M00362,2023-06-10,India,Shopify,Food,Yes,2023-09-06,483.0,46.0,4881.3,483.0,2.0,At-Risk Merchants
M00363,2023-09-13,India,Basic,Beauty,No,,7.0,82.0,4090.4,7.0,1.0,New / Fast-Growing Merchants
M00364,2023-11-19,Australia,Advanced,Food,No,,2.0,155.0,40593.21,2.0,3.0,Low-Value / Dormant Merchants
M00365,2023-05-08,US,Basic,Food,No,,9.0,84.0,4303.65,9.0,1.0,New / Fast-Growing Merchants
M00366,2023-01-18,Canada,Basic,Food,No,,28.0,69.0,3727.66,28.0,1.0,New / Fast-Growing Merchants
M00367,2024-07-19,US,Advanced,Food,No,,2.0,102.0,25036.02,2.0,3.0,Low-Value / Dormant Merchants
M00368,2024-07-23,Australia,Basic,Fashion,No,,1.0,96.0,4918.58,1.0,1.0,New / Fast-Growing Merchants
M00369,2023-11-19,Canada,Shopify,Beauty,No,,1.0,124.0,12562.7,1.0,0.0,High-GMV Loyal Merchants
M00370,2024-11-16,Australia,Basic,Home,No,,4.0,50.0,2424.64,4.0,1.0,New / Fast-Growing Merchants
M00371,2024-09-17,India,Basic,Food,No,,2.0,85.0,4323.97,2.0,1.0,New / Fast-Growing Merchants
M00372,2023-10-15,India,Advanced,Home,No,,3.0,196.0,50957.27,3.0,3.0,Low-Value / Dormant Merchants
M00373,2024-10-24,Australia,Basic,Fashion,No,,1.0,134.0,6255.92,1.0,0.0,High-GMV Loyal Merchants
M00374,2024-09-30,Canada,Advanced,Fashion,No,,4.0,63.0,16227.98,4.0,1.0,New / Fast-Growing Merchants
M00375,2023-06-04,Canada,Basic,Electronics,No,,3.0,146.0,7288.46,3.0,0.0,High-GMV Loyal Merchants
M00376,2024-05-04,US,Basic,Food,No,,12.0,24.0,1369.49,12.0,1.0,New / Fast-Growing Merchants
M00377,2024-01-21,India,Basic,Electronics,Yes,2024-02-15,321.0,181.0,9400.49,321.0,2.0,At-Risk Merchants
M00378,2023-04-14,US,Shopify,Home,Yes,2024-02-09,327.0,72.0,7100.72,327.0,2.0,At-Risk Merchants
M00379,2024-01-28,US,Basic,Beauty,Yes,2024-10-24,69.0,27.0,1442.58,69.0,1.0,New / Fast-Growing Merchants
M00380,2023-09-03,Australia,Advanced,Electronics,Yes,2023-09-29,460.0,93.0,25293.29,460.0,2.0,At-Risk Merchants
M00381,2023-06-25,Australia,Basic,Fashion,No,,2.0,183.0,8865.15,2.0,0.0,High-GMV Loyal Merchants
M00382,2023-02-08,US,Advanced,Food,No,,1.0,172.0,44768.0,1.0,3.0,Low-Value / Dormant Merchants
M00383,2024-04-21,India,Basic,Home,No,,6.0,70.0,3503.49,6.0,1.0,New / Fast-Growing Merchants
M00384,2024-11-12,Australia,Advanced,Fashion,No,,1.0,102.0,27386.84,1.0,3.0,Low-Value / Dormant Merchants
M00385,2024-06-21,US,Shopify,Beauty,Yes,2024-09-21,102.0,58.0,5740.78,102.0,1.0,New / Fast-Growing Merchants
M00386,2024-02-12,US,Shopify,Food,No,,1.0,77.0,7553.89,1.0,1.0,New / Fast-Growing Merchants
M00387,2024-06-08,US,Shopify,Beauty,No,,3.0,38.0,3887.61,3.0,1.0,New / Fast-Growing Merchants
M00388,2024-05-20,US,Shopify,Beauty,No,,6.0,124.0,12552.28,6.0,0.0,High-GMV Loyal Merchants
M00389,2023-02-05,US,Shopify,Food,No,,17.0,50.0,4764.61,17.0,1.0,New / Fast-Growing Merchants
M00390,2024-11-15,US,Basic,Food,No,,1.0,186.0,9411.78,1.0,0.0,High-GMV Loyal Merchants
M00391,2023-01-20,Australia,Basic,Beauty,No,,1.0,126.0,6242.56,1.0,0.0,High-GMV Loyal Merchants
M00392,2023-11-17,India,Advanced,Home,No,,9.0,30.0,7988.22,9.0,1.0,New / Fast-Growing Merchants
M00393,2024-05-26,US,Shopify,Food,Yes,2024-11-28,39.0,34.0,3198.02,39.0,1.0,New / Fast-Growing Merchants
M00394,2024-02-04,Canada,Shopify,Fashion,Yes,2024-05-24,222.0,91.0,9088.7,222.0,2.0,At-Risk Merchants
M00395,2024-10-15,Australia,Basic,Electronics,No,,1.0,47.0,2465.0,1.0,1.0,New / Fast-Growing Merchants
M00396,2024-04-15,Australia,Basic,Home,No,,5.0,19.0,794.59,5.0,1.0,New / Fast-Growing Merchants
M00397,2023-05-23,US,Basic,Food,No,,6.0,188.0,9715.8,6.0,0.0,High-GMV Loyal Merchants
M00398,2023-04-02,Australia,Shopify,Food,No,,70.0,24.0,2406.43,70.0,1.0,New / Fast-Growing Merchants
M00399,2023-12-20,US,Basic,Home,No,,1.0,178.0,8937.09,1.0,0.0,High-GMV Loyal Merchants
M00400,2024-12-27,India,Basic,Electronics,Yes,2025-11-12,-313.0,147.0,7217.98,-313.0,0.0,High-GMV Loyal Merchants
M00401,2023-02-20,India,Basic,Beauty,No,,14.0,154.0,7672.39,14.0,0.0,High-GMV Loyal Merchants
M00402,2024-10-26,Australia,Basic,Fashion,No,,1.0,172.0,8360.47,1.0,0.0,High-GMV Loyal Merchants
M00403,2024-11-28,Australia,Shopify,Food,Yes,2025-09-11,-252.0,193.0,20096.36,-252.0,0.0,High-GMV Loyal Merchants
M00404,2024-07-28,Canada,Basic,Electronics,No,,3.0,66.0,3134.2,3.0,1.0,New / Fast-Growing Merchants
M00405,2023-07-09,Australia,Shopify,Fashion,No,,3.0,145.0,14784.36,3.0,0.0,High-GMV Loyal Merchants
M00406,2023-05-05,Canada,Basic,Home,No,,7.0,112.0,5257.01,7.0,0.0,High-GMV Loyal Merchants
M00407,2023-05-30,India,Basic,Food,No,,15.0,63.0,3130.07,15.0,1.0,New / Fast-Growing Merchants
M00408,2023-11-10,India,Basic,Beauty,Yes,2024-05-21,227.0,198.0,9654.67,227.0,0.0,High-GMV Loyal Merchants
M00409,2024-07-23,US,Basic,Home,No,,6.0,103.0,4901.45,6.0,1.0,New / Fast-Growing Merchants
M00410,2023-12-08,India,Basic,Food,No,,4.0,98.0,4962.49,4.0,1.0,New / Fast-Growing Merchants
M00411,2023-11-01,Canada,Basic,Electronics,No,,4.0,53.0,2756.43,4.0,1.0,New / Fast-Growing Merchants
M00412,2024-11-22,Australia,Shopify,Fashion,No,,1.0,146.0,15236.58,1.0,0.0,High-GMV Loyal Merchants
M00413,2024-11-12,US,Basic,Fashion,No,,1.0,126.0,5840.24,1.0,0.0,High-GMV Loyal Merchants
M00414,2023-02-23,Canada,Shopify,Food,No,,16.0,99.0,10072.68,16.0,0.0,High-GMV Loyal Merchants
M00415,2024-03-19,Australia,Advanced,Home,No,,7.0,82.0,21053.78,7.0,0.0,High-GMV Loyal Merchants
M00416,2024-09-04,US,Shopify,Beauty,No,,1.0,166.0,17575.31,1.0,0.0,High-GMV Loyal Merchants
M00417,2023-09-21,India,Basic,Electronics,Yes,2023-12-08,390.0,78.0,3712.62,390.0,2.0,At-Risk Merchants
M00418,2023-02-22,Canada,Basic,Food,No,,2.0,142.0,6995.85,2.0,0.0,High-GMV Loyal Merchants
M00419,2024-07-25,Australia,Basic,Electronics,Yes,2024-12-18,14.0,107.0,5293.91,14.0,1.0,New / Fast-Growing Merchants
M00420,2024-09-11,US,Basic,Fashion,No,,1.0,153.0,7661.75,1.0,0.0,High-GMV Loyal Merchants
M00421,2023-01-05,US,Advanced,Beauty,No,,13.0,49.0,13529.92,13.0,1.0,New / Fast-Growing Merchants
M00422,2023-04-13,India,Basic,Electronics,Yes,2024-04-04,272.0,165.0,7916.48,272.0,2.0,At-Risk Merchants
M00423,2023-07-15,Australia,Basic,Food,Yes,2024-04-26,251.0,69.0,3229.92,251.0,2.0,At-Risk Merchants
M00424,2023-12-16,India,Shopify,Beauty,No,,3.0,180.0,18402.92,3.0,0.0,High-GMV Loyal Merchants
M00425,2023-02-16,India,Shopify,Home,No,,14.0,17.0,1765.75,14.0,1.0,New / Fast-Growing Merchants
M00426,2024-10-17,Australia,Shopify,Food,No,,1.0,106.0,10499.37,1.0,0.0,High-GMV Loyal Merchants
M00427,2023-09-26,Australia,Basic,Electronics,No,,4.0,90.0,4645.21,4.0,1.0,New / Fast-Growing Merchants
M00428,2024-01-05,Australia,Basic,Beauty,No,,5.0,151.0,7427.49,5.0,0.0,High-GMV Loyal Merchants
M00429,2024-09-27,Canada,Basic,Food,No,,4.0,52.0,2598.49,4.0,1.0,New / Fast-Growing Merchants
M00430,2023-04-16,Australia,Basic,Beauty,No,,23.0,16.0,705.9200000000001,23.0,1.0,New / Fast-Growing Merchants
M00431,2024-10-31,US,Basic,Beauty,No,,1.0,101.0,5419.55,1.0,1.0,New / Fast-Growing Merchants
M00432,2024-10-20,India,Basic,Beauty,Yes,2025-09-18,-255.0,102.0,5246.43,-255.0,1.0,New / Fast-Growing Merchants
M00433,2024-10-18,Canada,Basic,Electronics,No,,1.0,41.0,2228.52,1.0,1.0,New / Fast-Growing Merchants
M00434,2023-04-30,Australia,Basic,Food,No,,11.0,42.0,2235.9,11.0,1.0,New / Fast-Growing Merchants
M00435,2024-08-26,Canada,Basic,Fashion,No,,2.0,113.0,5556.25,2.0,0.0,High-GMV Loyal Merchants
M00436,2023-02-27,Australia,Shopify,Fashion,No,,8.0,103.0,10286.35,8.0,0.0,High-GMV Loyal Merchants
M00437,2023-12-12,Canada,Shopify,Electronics,Yes,2024-11-22,52.0,119.0,11859.58,52.0,0.0,High-GMV Loyal Merchants
M00438,2024-04-18,India,Shopify,Electronics,No,,1.0,144.0,14569.19,1.0,0.0,High-GMV Loyal Merchants
M00439,2023-04-27,India,Basic,Beauty,No,,2.0,131.0,6428.09,2.0,0.0,High-GMV Loyal Merchants
M00440,2023-05-07,US,Basic,Food,No,,2.0,67.0,3224.51,2.0,1.0,New / Fast-Growing Merchants
M00441,2024-01-28,US,Basic,Food,No,,37.0,14.0,700.77,37.0,1.0,New / Fast-Growing Merchants
M00442,2024-10-02,Australia,Shopify,Home,Yes,2025-09-22,-264.0,168.0,16537.079999999998,-264.0,0.0,High-GMV Loyal Merchants
M00443,2023-02-27,India,Shopify,Home,No,,4.0,31.0,3428.4700000000003,4.0,1.0,New / Fast-Growing Merchants
