merchant_id,session_date,sessions,conversions
M00083,2024-06-08,292,5
M00083,2024-06-15,182,2
M00083,2024-06-22,184,8
M00083,2024-06-29,232,10
M00083,2024-07-06,72,2
M00083,2024-07-13,356,16
M00083,2024-07-20,246,8
M00083,2024-07-27,350,4
M00083,2024-08-03,326,12
M00083,2024-08-10,228,9
M00083,2024-08-17,202,4
M00083,2024-08-24,29,1
M00083,2024-08-31,56,0
M00083,2024-09-07,306,12
M00083,2024-09-14,276,10
M00083,2024-09-21,191,5
M00083,2024-09-28,468,18
M00083,2024-10-05,422,15
M00083,2024-10-12,320,11
M00083,2024-10-19,293,6
M00083,2024-10-26,394,13
M00083,2024-11-02,281,11
M00083,2024-11-09,51,2
M00083,2024-11-16,241,9
M00083,2024-11-23,408,19
M00083,2024-11-30,368,12
M00083,2024-12-07,61,2
M00083,2024-12-14,39,1
M00083,2024-12-21,209,9
M00083,2024-12-28,369,12
M00084,2024-12-27,391,11
M00085,2023-09-09,154,5
M00085,2023-09-16,480,18
M00085,2023-09-23,37,0
M00085,2023-09-30,117,3
M00085,2023-10-07,381,7
M00085,2023-10-14,385,4
M00086,2024-12-02,109,3
M00086,2024-12-09,112,4
M00086,2024-12-16,238,7
M00086,2024-12-23,275,5
M00086,2024-12-30,73,2
M00087,2023-10-23,261,5
M00087,2023-10-30,466,13
M00087,2023-11-06,365,6
M00087,2023-11-13,229,8
M00087,2023-11-20,37,1
M00087,2023-11-27,431,5
M00087,2023-12-04,358,5
M00087,2023-12-11,116,5
M00087,2023-12-18,22,0
M00087,2023-12-25,426,6
M00087,2024-01-01,496,8
M00087,2024-01-08,153,7
M00087,2024-01-15,52,2
M00087,2024-01-22,361,14
M00087,2024-01-29,324,13
M00087,2024-02-05,225,10
M00087,2024-02-12,247,4
M00087,2024-02-19,396,8
M00087,2024-02-26,106,3
M00087,2024-03-04,373,12
M00087,2024-03-11,227,7
M00087,2024-03-18,315,3
M00087,2024-03-25,474,16
M00087,2024-04-01,439,8
M00087,2024-04-08,423,19
M00087,2024-04-15,129,4
M00087,2024-04-22,365,12
M00087,2024-04-29,461,20
M00087,2024-05-06,162,8
M00087,2024-05-13,298,9
M00087,2024-05-20,404,4
M00087,2024-05-27,303,5
M00087,2024-06-03,334,12
M00087,2024-06-10,392,15
M00087,2024-06-17,132,4
M00087,2024-06-24,266,8
M00087,2024-07-01,214,5
M00087,2024-07-08,350,13
M00087,2024-07-15,475,16
M00087,2024-07-22,117,5
M00087,2024-07-29,95,1
M00087,2024-08-05,27,0
M00087,2024-08-12,191,5
M00087,2024-08-19,277,3
M00087,2024-08-26,355,11
M00087,2024-09-02,437,20
M00087,2024-09-09,353,10
M00087,2024-09-16,437,14
M00087,2024-09-23,158,2
M00087,2024-09-30,27,0
M00087,2024-10-07,499,23
M00087,2024-10-14,471,11
M00087,2024-10-21,277,9
M00087,2024-10-28,404,12
M00087,2024-11-04,228,6
M00087,2024-11-11,47,1
M00087,2024-11-18,102,1
M00087,2024-11-25,370,7
M00087,2024-12-02,454,9
M00087,2024-12-09,317,6
M00087,2024-12-16,266,9
M00087,2024-12-23,386,4
M00087,2024-12-30,318,10
M00088,2024-12-25,124,2
M00088,2025-01-01,469,16
M00088,2025-01-08,393,5
M00088,2025-01-15,424,10
M00088,2025-01-22,293,13
M00088,2025-01-29,41,1
M00088,2025-02-05,370,15
M00088,2025-02-12,479,6
M00088,2025-02-19,285,9
M00088,2025-02-26,94,1
M00088,2025-03-05,26,0
M00088,2025-03-12,386,4
M00088,2025-03-19,233,4
M00088,2025-03-26,246,6
M00088,2025-04-02,54,1
M00088,2025-04-09,324,4
M00088,2025-04-16,31,0
M00088,2025-04-23,293,7
M00088,2025-04-30,252,6
M00088,2025-05-07,294,7
M00088,2025-05-14,396,11
M00088,2025-05-21,209,8
M00088,2025-05-28,203,4
M00088,2025-06-04,446,7
M00088,2025-06-11,229,3
M00088,2025-06-18,302,14
M00088,2025-06-25,161,6
M00088,2025-07-02,276,12
M00088,2025-07-09,390,9
M00088,2025-07-16,107,1
M00088,2025-07-23,174,4
M00088,2025-07-30,251,11
M00088,2025-08-06,145,5
M00088,2025-08-13,383,3
M00088,2025-08-20,384,15
M00088,2025-08-27,70,1
M00088,2025-09-03,363,4
M00088,2025-09-10,284,8
M00088,2025-09-17,448,19
M00088,2025-09-24,55,2
M00088,2025-10-01,107,4
M00089,2024-12-20,413,4
M00089,2024-12-27,244,12
M00090,2023-12-04,252,4
M00090,2023-12-11,411,10
M00090,2023-12-18,336,12
M00090,2023-12-25,37,1
M00090,2024-01-01,425,12
M00090,2024-01-08,378,17
M00090,2024-01-15,111,3
M00090,2024-01-22,477,11
M00090,2024-01-29,164,7
M00090,2024-02-05,107,2
M00090,2024-02-12,62,1
M00090,2024-02-19,354,4
M00090,2024-02-26,142,4
M00090,2024-03-04,227,3
M00090,2024-03-11,301,8
M00090,2024-03-18,306,3
M00090,2024-03-25,134,4
M00090,2024-04-01,216,5
M00090,2024-04-08,375,16
M00090,2024-04-15,318,4
M00090,2024-04-22,386,15
M00090,2024-04-29,330,6
M00090,2024-05-06,342,8
M00090,2024-05-13,364,5
M00090,2024-05-20,217,9
M00090,2024-05-27,391,11
M00090,2024-06-03,430,5
M00090,2024-06-10,145,4
M00090,2024-06-17,429,11
M00090,2024-06-24,377,6
M00090,2024-07-01,354,9
M00090,2024-07-08,63,1
M00090,2024-07-15,399,15
M00090,2024-07-22,280,9
M00090,2024-07-29,474,5
M00090,2024-08-05,409,8
M00090,2024-08-12,312,9
M00090,2024-08-19,37,0
M00090,2024-08-26,355,5
M00090,2024-09-02,308,9
M00090,2024-09-09,302,14
M00090,2024-09-16,487,9
M00090,2024-09-23,57,1
M00090,2024-09-30,86,1
M00090,2024-10-07,480,15
M00090,2024-10-14,365,15
M00090,2024-10-21,362,16
M00090,2024-10-28,150,6
M00090,2024-11-04,140,5
M00090,2024-11-11,268,4
M00090,2024-11-18,215,5
M00090,2024-11-25,476,21
M00090,2024-12-02,225,7
M00090,2024-12-09,122,4
M00090,2024-12-16,90,2
M00090,2024-12-23,363,13
M00090,2024-12-30,485,9
M00091,2023-02-22,41,1
M00091,2023-03-01,113,3
M00091,2023-03-08,204,7
M00091,2023-03-15,286,4
M00091,2023-03-22,106,5
M00091,2023-03-29,273,13
M00091,2023-04-05,43,1
M00091,2023-04-12,248,2
M00091,2023-04-19,198,7
M00091,2023-04-26,244,10
M00091,2023-05-03,256,4
M00091,2023-05-10,400,14
M00091,2023-05-17,103,4
M00091,2023-05-24,239,4
M00091,2023-05-31,283,3
M00091,2023-06-07,250,5
M00091,2023-06-14,211,3
M00091,2023-06-21,142,5
M00091,2023-06-28,213,2
M00091,2023-07-05,59,2
M00091,2023-07-12,157,5
M00091,2023-07-19,177,1
M00091,2023-07-26,424,17
M00091,2023-08-02,307,3
M00091,2023-08-09,493,24
M00091,2023-08-16,249,11
M00091,2023-08-23,64,2
M00091,2023-08-30,428,8
M00091,2023-09-06,138,3
M00091,2023-09-13,379,4
M00091,2023-09-20,496,10
M00091,2023-09-27,42,1
M00091,2023-10-04,274,5
M00091,2023-10-11,214,3
M00091,2023-10-18,109,3
M00091,2023-10-25,84,3
M00091,2023-11-01,36,1
M00091,2023-11-08,379,4
M00091,2023-11-15,301,6
M00091,2023-11-22,252,4
M00091,2023-11-29,415,17
M00091,2023-12-06,254,8
M00091,2023-12-13,416,4
M00091,2023-12-20,23,0
M00091,2023-12-27,87,3
M00091,2024-01-03,96,1
M00091,2024-01-10,66,1
M00091,2024-01-17,330,12
M00091,2024-01-24,407,8
M00091,2024-01-31,168,2
M00091,2024-02-07,174,4
M00091,2024-02-14,197,2
M00091,2024-02-21,380,6
M00091,2024-02-28,119,5
M00091,2024-03-06,398,6
M00091,2024-03-13,345,16
M00091,2024-03-20,177,3
M00091,2024-03-27,294,14
M00091,2024-04-03,27,0
M00091,2024-04-10,478,23
M00091,2024-04-17,362,8
M00091,2024-04-24,69,3
M00091,2024-05-01,181,6
M00091,2024-05-08,470,4
M00091,2024-05-15,359,6
M00091,2024-05-22,482,8
M00091,2024-05-29,474,18
M00091,2024-06-05,443,5
M00091,2024-06-12,74,2
M00091,2024-06-19,375,8
M00091,2024-06-26,185,3
M00091,2024-07-03,176,8
M00091,2024-07-10,491,15
M00091,2024-07-17,398,10
M00091,2024-07-24,161,2
M00091,2024-07-31,26,1
M00091,2024-08-07,217,2
M00091,2024-08-14,296,11
M00091,2024-08-21,196,6
M00091,2024-08-28,206,9
M00091,2024-09-04,140,5
M00091,2024-09-11,297,10
M00091,2024-09-18,179,3
M00091,2024-09-25,440,16
M00091,2024-10-02,151,7
M00091,2024-10-09,54,1
M00091,2024-10-16,238,11
M00091,2024-10-23,174,3
M00091,2024-10-30,238,5
M00091,2024-11-06,331,6
M00091,2024-11-13,96,2
M00091,2024-11-20,233,4
M00091,2024-11-27,489,23
M00091,2024-12-04,177,6
M00091,2024-12-11,41,1
M00091,2024-12-18,334,13
M00091,2024-12-25,172,6
M00092,2023-08-05,466,9
M00092,2023-08-12,430,15
M00092,2023-08-19,323,10
M00092,2023-08-26,457,15
M00092,2023-09-02,309,11
M00092,2023-09-09,232,3
M00092,2023-09-16,221,10
M00092,2023-09-23,327,3
M00092,2023-09-30,50,1
M00092,2023-10-07,127,4
M00092,2023-10-14,248,3
M00092,2023-10-21,195,5
M00092,2023-10-28,169,2
M00092,2023-11-04,143,4
M00092,2023-11-11,472,6
M00092,2023-11-18,139,2
M00092,2023-11-25,403,7
M00092,2023-12-02,343,10
M00092,2023-12-09,492,18
M00092,2023-12-16,313,13
M00092,2023-12-23,303,4
M00092,2023-12-30,426,14
M00092,2024-01-06,327,11
M00092,2024-01-13,443,8
M00092,2024-01-20,325,13
M00092,2024-01-27,425,17
M00093,2023-07-07,206,8
M00093,2023-07-14,447,16
M00093,2023-07-21,108,2
M00093,2023-07-28,327,8
M00093,2023-08-04,95,1
M00093,2023-08-11,424,5
M00093,2023-08-18,483,23
M00093,2023-08-25,114,3
M00093,2023-09-01,207,5
M00093,2023-09-08,178,7
M00093,2023-09-15,394,18
M00093,2023-09-22,31,0
M00093,2023-09-29,230,9
M00093,2023-10-06,150,7
M00093,2023-10-13,323,9
M00093,2023-10-20,22,0
M00093,2023-10-27,167,6
M00093,2023-11-03,261,9
M00093,2023-11-10,181,7
M00093,2023-11-17,32,1
M00093,2023-11-24,144,6
M00093,2023-12-01,231,6
M00093,2023-12-08,189,4
M00093,2023-12-15,108,3
M00093,2023-12-22,146,5
M00093,2023-12-29,403,14
M00093,2024-01-05,203,3
M00093,2024-01-12,235,7
M00093,2024-01-19,232,11
M00093,2024-01-26,147,2
M00093,2024-02-02,248,3
M00093,2024-02-09,86,2
M00093,2024-02-16,242,4
M00093,2024-02-23,320,5
M00093,2024-03-01,131,2
M00093,2024-03-08,377,6
M00093,2024-03-15,413,10
M00093,2024-03-22,40,1
M00093,2024-03-29,193,1
M00093,2024-04-05,303,12
M00093,2024-04-12,443,4
M00093,2024-04-19,103,2
M00093,2024-04-26,194,3
M00093,2024-05-03,28,1
M00093,2024-05-10,67,1
M00093,2024-05-17,494,14
M00093,2024-05-24,238,4
M00093,2024-05-31,316,11
M00093,2024-06-07,483,22
M00093,2024-06-14,390,15
M00093,2024-06-21,407,19
M00093,2024-06-28,412,14
M00093,2024-07-05,313,8
M00093,2024-07-12,468,18
M00093,2024-07-19,405,14
M00093,2024-07-26,351,9
M00093,2024-08-02,199,7
M00093,2024-08-09,134,3
M00093,2024-08-16,62,2
M00093,2024-08-23,213,7
M00093,2024-08-30,126,3
M00093,2024-09-06,443,5
M00093,2024-09-13,279,5
M00093,2024-09-20,288,13
M00093,2024-09-27,76,1
M00093,2024-10-04,477,18
M00093,2024-10-11,79,2
M00093,2024-10-18,31,0
M00093,2024-10-25,438,10
M00093,2024-11-01,71,2
M00093,2024-11-08,42,1
M00093,2024-11-15,356,17
M00093,2024-11-22,192,4
M00093,2024-11-29,189,3
M00093,2024-12-06,203,6
M00093,2024-12-13,58,2
M00093,2024-12-20,64,2
M00093,2024-12-27,492,17
M00094,2024-01-15,111,4
M00094,2024-01-22,45,0
M00094,2024-01-29,435,20
M00094,2024-02-05,60,2
M00094,2024-02-12,44,0
M00094,2024-02-19,117,1
M00094,2024-02-26,194,8
M00094,2024-03-04,113,3
M00094,2024-03-11,212,2
M00094,2024-03-18,480,20
M00094,2024-03-25,375,18
M00094,2024-04-01,364,5
M00094,2024-04-08,37,1
M00094,2024-04-15,43,1
M00094,2024-04-22,261,7
M00094,2024-04-29,128,5
M00094,2024-05-06,307,8
M00094,2024-05-13,79,2
M00094,2024-05-20,382,10
M00094,2024-05-27,33,0
M00094,2024-06-03,489,17
M00094,2024-06-10,205,5
M00094,2024-06-17,160,6
M00094,2024-06-24,371,11
M00094,2024-07-01,460,11
M00094,2024-07-08,290,4
M00094,2024-07-15,134,6
M00094,2024-07-22,214,7
M00094,2024-07-29,81,3
M00094,2024-08-05,233,8
M00094,2024-08-12,202,6
M00094,2024-08-19,197,8
M00094,2024-08-26,140,5
M00094,2024-09-02,478,12
M00094,2024-09-09,399,16
M00094,2024-09-16,298,4
M00094,2024-09-23,112,1
M00094,2024-09-30,169,2
M00095,2024-05-07,450,11
M00095,2024-05-14,88,4
M00095,2024-05-21,263,9
M00095,2024-05-28,467,13
M00095,2024-06-04,310,10
M00095,2024-06-11,151,5
M00095,2024-06-18,417,6
M00095,2024-06-25,40,0
M00095,2024-07-02,471,21
M00095,2024-07-09,203,5
M00095,2024-07-16,454,14
M00095,2024-07-23,136,5
M00095,2024-07-30,398,6
M00095,2024-08-06,66,0
M00095,2024-08-13,140,3
M00095,2024-08-20,292,9
M00095,2024-08-27,69,1
M00095,2024-09-03,386,13
M00095,2024-09-10,241,10
M00095,2024-09-17,477,6
M00095,2024-09-24,298,14
M00095,2024-10-01,458,9
M00095,2024-10-08,360,3
M00095,2024-10-15,211,5
M00095,2024-10-22,143,6
M00095,2024-10-29,149,3
M00095,2024-11-05,192,8
M00095,2024-11-12,215,6
M00095,2024-11-19,347,3
M00095,2024-11-26,20,0
M00095,2024-12-03,137,3
M00095,2024-12-10,258,6
M00095,2024-12-17,106,1
M00095,2024-12-24,417,20
M00095,2024-12-31,453,21
M00096,2023-02-10,93,3
M00096,2023-02-17,72,2
M00096,2023-02-24,95,1
M00096,2023-03-03,343,11
M00096,2023-03-10,268,8
M00096,2023-03-17,73,2
M00096,2023-03-24,426,7
M00096,2023-03-31,142,6
M00096,2023-04-07,53,1
M00096,2023-04-14,36,1
M00096,2023-04-21,118,5
M00096,2023-04-28,75,2
M00096,2023-05-05,317,10
M00096,2023-05-12,193,5
M00096,2023-05-19,407,12
M00097,2023-06-06,50,0
M00097,2023-06-13,96,1
M00097,2023-06-20,257,4
M00097,2023-06-27,334,4
M00097,2023-07-04,31,1
M00097,2023-07-11,421,14
M00097,2023-07-18,344,12
M00097,2023-07-25,236,6
M00097,2023-08-01,434,17
M00097,2023-08-08,122,2
M00097,2023-08-15,421,6
M00097,2023-08-22,227,5
M00097,2023-08-29,309,11
M00097,2023-09-05,97,1
M00097,2023-09-12,161,1
M00097,2023-09-19,178,1
M00097,2023-09-26,403,5
M00097,2023-10-03,499,16
M00097,2023-10-10,206,2
M00097,2023-10-17,349,16
M00097,2023-10-24,247,11
M00097,2023-10-31,148,4
M00097,2023-11-07,482,10
M00098,2023-01-15,357,5
M00098,2023-01-22,478,8
M00098,2023-01-29,399,17
M00098,2023-02-05,340,12
M00098,2023-02-12,72,1
M00098,2023-02-19,183,4
M00098,2023-02-26,173,6
M00098,2023-03-05,418,4
M00098,2023-03-12,122,5
M00098,2023-03-19,184,7
M00098,2023-03-26,65,2
M00098,2023-04-02,299,12
M00098,2023-04-09,130,6
M00098,2023-04-16,67,2
M00098,2023-04-23,257,6
M00098,2023-04-30,222,9
M00098,2023-05-07,27,0
M00098,2023-05-14,156,6
M00098,2023-05-21,269,6
M00098,2023-05-28,243,10
M00098,2023-06-04,429,6
M00098,2023-06-11,466,17
M00099,2023-03-06,218,2
M00099,2023-03-13,495,9
M00099,2023-03-20,249,4
M00099,2023-03-27,485,5
M00099,2023-04-03,475,7
M00099,2023-04-10,412,18
M00099,2023-04-17,467,20
M00099,2023-04-24,287,8
M00099,2023-05-01,303,9
M00099,2023-05-08,54,1
M00099,2023-05-15,317,12
M00099,2023-05-22,469,7
M00099,2023-05-29,405,9
M00099,2023-06-05,78,3
M00099,2023-06-12,251,4
M00099,2023-06-19,61,1
M00099,2023-06-26,281,12
M00099,2023-07-03,219,6
M00099,2023-07-10,24,0
M00099,2023-07-17,409,6
M00099,2023-07-24,289,4
M00099,2023-07-31,197,2
M00099,2023-08-07,154,3
M00099,2023-08-14,148,5
M00099,2023-08-21,206,2
M00099,2023-08-28,284,13
M00099,2023-09-04,350,17
M00099,2023-09-11,248,9
M00099,2023-09-18,215,3
M00099,2023-09-25,187,5
M00099,2023-10-02,259,4
M00099,2023-10-09,322,4
M00099,2023-10-16,403,15
M00099,2023-10-23,439,21
M00099,2023-10-30,438,15
M00099,2023-11-06,243,5
M00099,2023-11-13,103,1
M00099,2023-11-20,443,10
M00099,2023-11-27,74,3
M00099,2023-12-04,321,13
M00099,2023-12-11,300,11
M00099,2023-12-18,327,9
M00099,2023-12-25,68,0
M00099,2024-01-01,113,2
M00099,2024-01-08,372,8
M00099,2024-01-15,160,4
M00099,2024-01-22,32,0
M00099,2024-01-29,331,8
M00099,2024-02-05,348,7
M00099,2024-02-12,324,10
M00099,2024-02-19,206,8
M00099,2024-02-26,433,11
M00099,2024-03-04,184,8
M00099,2024-03-11,287,8
M00099,2024-03-18,325,13
M00099,2024-03-25,396,18
M00099,2024-04-01,92,1
M00099,2024-04-08,351,5
M00099,2024-04-15,50,2
M00099,2024-04-22,192,6
M00099,2024-04-29,311,4
M00099,2024-05-06,334,8
M00099,2024-05-13,384,8
M00099,2024-05-20,254,4
M00099,2024-05-27,285,10
M00099,2024-06-03,476,19
M00099,2024-06-10,318,10
M00099,2024-06-17,423,13
M00099,2024-06-24,108,1
M00099,2024-07-01,279,10
M00099,2024-07-08,98,3
M00099,2024-07-15,105,2
M00099,2024-07-22,353,13
M00099,2024-07-29,238,11
M00099,2024-08-05,62,2
M00099,2024-08-12,68,2
M00099,2024-08-19,210,9
M00099,2024-08-26,64,1
M00099,2024-09-02,444,18
M00099,2024-09-09,495,24
M00099,2024-09-16,203,4
M00099,2024-09-23,24,0
M00099,2024-09-30,191,6
M00099,2024-10-07,418,12
M00099,2024-10-14,421,9
M00099,2024-10-21,406,12
M00099,2024-10-28,316,14
M00099,2024-11-04,234,3
M00099,2024-11-11,187,3
M00099,2024-11-18,458,22
M00099,2024-11-25,487,16
M00099,2024-12-02,247,8
M00099,2024-12-09,373,6
M00099,2024-12-16,462,16
M00099,2024-12-23,311,9
M00099,2024-12-30,180,7
M00100,2024-06-04,89,3
M00100,2024-06-11,398,17
M00100,2024-06-18,189,8
M00100,2024-06-25,377,7
M00100,2024-07-02,250,9
M00100,2024-07-09,351,14
M00100,2024-07-16,90,2
M00100,2024-07-23,402,10
M00100,2024-07-30,165,3
M00100,2024-08-06,220,3
M00100,2024-08-13,365,6
M00100,2024-08-20,430,19
M00100,2024-08-27,321,5
M00100,2024-09-03,181,6
M00100,2024-09-10,36,0
M00100,2024-09-17,452,14
M00100,2024-09-24,149,4
M00100,2024-10-01,184,6
M00100,2024-10-08,392,13
M00100,2024-10-15,401,4
M00100,2024-10-22,30,0
M00100,2024-10-29,473,18
M00100,2024-11-05,85,1
M00100,2024-11-12,111,4
M00100,2024-11-19,123,3
M00100,2024-11-26,466,11
M00100,2024-12-03,96,2
M00100,2024-12-10,468,9
M00100,2024-12-17,39,1
M00100,2024-12-24,187,5
M00100,2024-12-31,457,17
M00100,2025-01-07,461,22
M00100,2025-01-14,63,1
M00100,2025-01-21,315,4
M00100,2025-01-28,51,0
M00100,2025-02-04,367,14
M00100,2025-02-11,339,16
M00100,2025-02-18,273,3
M00100,2025-02-25,156,2
M00100,2025-03-04,343,12
M00100,2025-03-11,33,1
M00100,2025-03-18,250,8
M00101,2023-12-10,404,14
M00101,2023-12-17,215,5
M00101,2023-12-24,328,6
M00101,2023-12-31,386,4
M00101,2024-01-07,141,2
M00101,2024-01-14,258,4
M00101,2024-01-21,163,4
M00101,2024-01-28,160,2
M00101,2024-02-04,370,11
M00101,2024-02-11,53,0
M00101,2024-02-18,319,9
M00101,2024-02-25,196,8
M00101,2024-03-03,73,3
M00101,2024-03-10,130,5
M00101,2024-03-17,317,8
M00101,2024-03-24,422,5
M00101,2024-03-31,154,5
M00101,2024-04-07,38,1
M00101,2024-04-14,398,4
M00101,2024-04-21,60,1
M00101,2024-04-28,295,11
M00102,2023-05-09,309,13
M00102,2023-05-16,333,11
M00102,2023-05-23,158,3
M00102,2023-05-30,153,5
M00102,2023-06-06,491,21
M00102,2023-06-13,82,3
M00102,2023-06-20,482,14
M00102,2023-06-27,72,3
M00102,2023-07-04,345,9
M00102,2023-07-11,212,3
M00102,2023-07-18,485,11
M00102,2023-07-25,212,10
M00102,2023-08-01,314,11
M00102,2023-08-08,97,3
M00102,2023-08-15,30,0
M00102,2023-08-22,131,3
M00102,2023-08-29,263,9
M00102,2023-09-05,451,16
M00102,2023-09-12,80,3
M00102,2023-09-19,379,8
M00102,2023-09-26,204,5
M00102,2023-10-03,91,1
M00102,2023-10-10,210,6
M00102,2023-10-17,433,17
M00102,2023-10-24,447,10
M00102,2023-10-31,148,6
M00102,2023-11-07,214,6
M00102,2023-11-14,289,4
M00102,2023-11-21,328,8
M00102,2023-11-28,177,4
M00102,2023-12-05,459,11
M00102,2023-12-12,64,0
M00102,2023-12-19,287,8
M00102,2023-12-26,122,1
M00102,2024-01-02,230,4
M00102,2024-01-09,380,17
M00102,2024-01-16,154,3
M00102,2024-01-23,258,8
M00102,2024-01-30,305,12
M00102,2024-02-06,181,3
M00102,2024-02-13,130,5
M00102,2024-02-20,422,17
M00102,2024-02-27,287,5
M00102,2024-03-05,44,2
M00102,2024-03-12,339,4
M00102,2024-03-19,58,1
M00102,2024-03-26,456,8
M00102,2024-04-02,66,1
M00103,2024-10-09,82,2
M00103,2024-10-16,426,9
M00103,2024-10-23,281,6
M00103,2024-10-30,53,0
M00103,2024-11-06,385,6
M00103,2024-11-13,65,0
M00103,2024-11-20,136,3
M00103,2024-11-27,263,6
M00103,2024-12-04,263,6
M00103,2024-12-11,249,5
M00103,2024-12-18,480,7
M00103,2024-12-25,386,16
M00104,2024-04-16,125,1
M00104,2024-04-23,38,1
M00104,2024-04-30,408,11
M00104,2024-05-07,356,9
M00104,2024-05-14,465,16
M00104,2024-05-21,83,2
M00104,2024-05-28,196,5
M00104,2024-06-04,259,10
M00104,2024-06-11,373,13
M00104,2024-06-18,272,8
M00104,2024-06-25,183,8
M00104,2024-07-02,224,4
M00104,2024-07-09,150,3
M00104,2024-07-16,309,3
M00104,2024-07-23,244,8
M00104,2024-07-30,440,12
M00104,2024-08-06,431,7
M00104,2024-08-13,421,14
M00104,2024-08-20,84,0
M00104,2024-08-27,26,1
M00104,2024-09-03,172,4
M00104,2024-09-10,219,10
M00104,2024-09-17,21,0
M00104,2024-09-24,403,8
M00104,2024-10-01,489,10
M00104,2024-10-08,200,3
M00104,2024-10-15,294,4
M00104,2024-10-22,254,9
M00104,2024-10-29,264,4
M00104,2024-11-05,471,15
M00104,2024-11-12,435,9
M00104,2024-11-19,370,6
M00104,2024-11-26,341,11
M00104,2024-12-03,491,10
M00104,2024-12-10,221,7
M00104,2024-12-17,446,4
M00104,2024-12-24,191,5
M00104,2024-12-31,275,8
M00105,2023-03-04,310,10
M00105,2023-03-11,143,1
M00105,2023-03-18,287,6
M00105,2023-03-25,181,3
M00105,2023-04-01,361,17
M00105,2023-04-08,468,4
M00105,2023-04-15,29,0
M00105,2023-04-22,360,13
M00105,2023-04-29,74,1
M00105,2023-05-06,401,13
M00105,2023-05-13,308,11
M00105,2023-05-20,266,13
M00105,2023-05-27,280,5
M00105,2023-06-03,326,9
M00105,2023-06-10,466,12
M00105,2023-06-17,50,0
M00105,2023-06-24,104,4
M00105,2023-07-01,247,5
M00105,2023-07-08,331,8
M00105,2023-07-15,309,8
M00105,2023-07-22,297,9
M00105,2023-07-29,87,1
M00105,2023-08-05,360,11
M00105,2023-08-12,185,3
M00105,2023-08-19,351,12
M00105,2023-08-26,48,1
M00105,2023-09-02,395,4
M00105,2023-09-09,312,10
M00105,2023-09-16,150,4
M00105,2023-09-23,494,10
M00105,2023-09-30,136,2
M00105,2023-10-07,80,3
M00105,2023-10-14,439,4
M00105,2023-10-21,302,8
M00105,2023-10-28,322,7
M00105,2023-11-04,338,6
M00105,2023-11-11,145,6
M00105,2023-11-18,229,9
M00105,2023-11-25,237,8
M00105,2023-12-02,349,4
M00105,2023-12-09,91,1
M00105,2023-12-16,263,10
M00105,2023-12-23,270,10
M00105,2023-12-30,407,11
M00105,2024-01-06,104,4
M00105,2024-01-13,426,19
M00105,2024-01-20,192,7
M00105,2024-01-27,209,6
M00105,2024-02-03,275,8
M00105,2024-02-10,132,5
M00105,2024-02-17,100,1
M00105,2024-02-24,64,1
M00105,2024-03-02,252,4
M00105,2024-03-09,160,6
M00105,2024-03-16,235,4
M00105,2024-03-23,130,2
M00105,2024-03-30,179,3
M00105,2024-04-06,293,12
M00105,2024-04-13,413,12
M00105,2024-04-20,422,12
M00105,2024-04-27,233,11
M00105,2024-05-04,266,11
M00105,2024-05-11,420,18
M00105,2024-05-18,129,6
M00105,2024-05-25,363,5
M00105,2024-06-01,100,1
M00105,2024-06-08,235,7
M00105,2024-06-15,291,7
M00105,2024-06-22,450,20
M00105,2024-06-29,295,14
M00105,2024-07-06,180,7
M00105,2024-07-13,365,17
M00105,2024-07-20,119,3
M00105,2024-07-27,297,3
M00105,2024-08-03,413,4
M00105,2024-08-10,124,2
M00105,2024-08-17,257,10
M00105,2024-08-24,100,3
M00105,2024-08-31,292,9
M00105,2024-09-07,487,22
M00105,2024-09-14,102,3
M00105,2024-09-21,308,12
M00105,2024-09-28,87,2
M00105,2024-10-05,218,3
M00105,2024-10-12,255,3
M00105,2024-10-19,143,3
M00105,2024-10-26,88,1
M00105,2024-11-02,406,8
M00105,2024-11-09,495,22
M00105,2024-11-16,228,5
M00105,2024-11-23,289,6
M00105,2024-11-30,258,11
M00105,2024-12-07,215,4
M00105,2024-12-14,400,19
M00105,2024-12-21,99,1
M00105,2024-12-28,292,10
M00106,2023-05-19,116,2
M00106,2023-05-26,76,1
M00106,2023-06-02,82,2
M00106,2023-06-09,334,10
M00106,2023-06-16,171,5
M00106,2023-06-23,344,10
M00106,2023-06-30,60,1
M00106,2023-07-07,302,5
M00106,2023-07-14,30,0
M00106,2023-07-21,348,10
M00106,2023-07-28,357,12
M00106,2023-08-04,169,5
M00106,2023-08-11,149,2
M00106,2023-08-18,310,10
M00106,2023-08-25,394,19
M00106,2023-09-01,216,10
M00106,2023-09-08,191,2
M00106,2023-09-15,207,9
M00106,2023-09-22,147,4
M00106,2023-09-29,174,8
M00106,2023-10-06,189,4
M00106,2023-10-13,167,7
M00106,2023-10-20,498,11
M00107,2024-05-13,178,8
M00107,2024-05-20,319,12
M00107,2024-05-27,236,2
M00107,2024-06-03,277,6
M00107,2024-06-10,231,2
M00107,2024-06-17,370,7
M00107,2024-06-24,337,3
M00107,2024-07-01,428,18
M00107,2024-07-08,411,16
M00107,2024-07-15,204,2
M00107,2024-07-22,96,3
M00107,2024-07-29,277,12
M00107,2024-08-05,145,1
M00107,2024-08-12,497,21
M00107,2024-08-19,39,1
M00107,2024-08-26,153,1
M00107,2024-09-02,337,3
